DATE,PRAWMINDEXM
2005-08-01,88.7760396749171
2005-09-01,89.8436068446282
2005-10-01,90.4592305057338
2005-11-01,89.1736221176489
2005-12-01,89.3209166380494
2006-01-01,92.8195991514875
2006-02-01,96.292815429841
2006-03-01,95.8424895507616
2006-04-01,96.3461507197347
2006-05-01,101.320328746795
2006-06-01,105.025758598578
2006-07-01,103.633756683948
2006-08-01,102.693862191276
2006-09-01,98.8256037885268
2006-10-01,98.8849141299393
2006-11-01,96.4423947290632
2006-12-01,100.080706354964
2007-01-01,103.567786294396
2007-02-01,106.026635151369
2007-03-01,103.82292650802
2007-04-01,105.827579541814
2007-05-01,107.015533482628
2007-06-01,103.698224360848
2007-07-01,102.024206848821
2007-08-01,97.6500540980022
2007-09-01,103.797875138094
2007-10-01,103.915334070503
2007-11-01,106.934412117007
2007-12-01,106.230439329728
2008-01-01,110.466373900684
2008-02-01,113.315299777716
2008-03-01,114.990886915495
2008-04-01,114.397449735333
2008-05-01,116.579648811053
2008-06-01,118.312278925565
2008-07-01,120.570576822953
2008-08-01,115.224317319993
2008-09-01,113.364784851502
2008-10-01,100.857776317299
2008-11-01,96.698727556611
2008-12-01,88.6017875073555
2009-01-01,92.0513749815371
2009-02-01,89.0603204102568
2009-03-01,85.9636282416028
2009-04-01,89.335810658105
2009-05-01,93.8141841125314
2009-06-01,92.9295796032606
2009-07-01,93.291701291423
2009-08-01,97.9498668214269
2009-09-01,98.5599273445616
2009-10-01,101.639837022305
2009-11-01,106.6717337117
2009-12-01,111.837823220573
2010-01-01,114.963065814839
2010-02-01,115.227490606035
2010-03-01,120.258943209033
2010-04-01,127.878763033836
2010-05-01,125.810596023975
2010-06-01,125.206180651078
2010-07-01,121.27712202208
2010-08-01,123.996187508242
2010-09-01,130.106189673337
2010-10-01,140.304874270551
2010-11-01,149.846019770003
2010-12-01,159.998827425437
2011-01-01,171.98706863405
2011-02-01,187.205270850982
2011-03-01,184.066538137559
2011-04-01,186.514216340026
2011-05-01,167.841136465072
2011-06-01,167.634356194381
2011-07-01,161.744144486919
2011-08-01,152.963850674422
2011-09-01,149.955840647522
2011-10-01,142.20726638388
2011-11-01,132.144727342454
2011-12-01,128.099233951756
2012-01-01,132.99197136774
2012-02-01,137.757722410282
2012-03-01,135.706800320049
2012-04-01,135.822004586901
2012-05-01,132.794771769297
2012-06-01,124.024922709301
2012-07-01,123.220050926803
2012-08-01,120.049653588444
2012-09-01,122.553141999174
2012-10-01,123.47562427183
2012-11-01,122.607778542914
2012-12-01,124.259068080637
2013-01-01,126.626223714016
2013-02-01,125.005403369052
2013-03-01,124.033532522918
2013-04-01,123.432003835556
2013-05-01,126.885384018885
2013-06-01,124.563614828485
2013-07-01,119.120284941615
2013-08-01,119.642447045661
2013-09-01,119.311006330218
2013-10-01,118.764146492315
2013-11-01,118.57503690464
2013-12-01,121.22044814961
2014-01-01,118.61104688831
2014-02-01,118.401725372621
2014-03-01,121.420292882143
2014-04-01,118.595685147136
2014-05-01,116.750672387974
2014-06-01,117.200092989175
2014-07-01,114.23258938781
2014-08-01,109.344201345564
2014-09-01,106.782996975638
2014-10-01,104.883365217405
2014-11-01,105.561261422334
2014-12-01,105.090257332718
2015-01-01,104.441245023915
2015-02-01,105.565622532303
2015-03-01,102.785674319467
2015-04-01,103.868260270143
2015-05-01,105.674104502052
2015-06-01,103.449719974662
2015-07-01,99.3719508204489
2015-08-01,97.1434717334452
2015-09-01,94.957634659386
2015-10-01,94.9360236122543
2015-11-01,94.1911010854374
2015-12-01,93.8508804301703
2016-01-01,93.8815637046807
2016-02-01,94.1752061230149
2016-03-01,95.4979338314275
2016-04-01,100.149334975481
2016-05-01,100.825139082791
2016-06-01,100.712531309879
2016-07-01,102.731501743888
2016-08-01,101.437915498038
2016-09-01,101.382723059201
2016-10-01,100.69869858267
2016-11-01,102.703727782802
2016-12-01,105.803724306126
2017-01-01,109.739206077989
2017-02-01,111.521066435385
2017-03-01,107.773188255301
2017-04-01,107.825538220177
2017-05-01,107.952062335267
2017-06-01,103.249350802003
2017-07-01,102.592242627076
2017-08-01,102.766809082996
2017-09-01,102.862936586437
2017-10-01,100.697674083969
2017-11-01,101.796684930398
2017-12-01,104.163001282032
2018-01-01,109.771276713961
2018-02-01,110.35302939193
2018-03-01,110.591388302621
2018-04-01,109.691829293706
2018-05-01,110.071465049734
2018-06-01,110.548239642396
2018-07-01,108.617660045265
2018-08-01,105.979168838336
2018-09-01,104.797038347329
2018-10-01,103.146717980889
2018-11-01,100.999044345298
2018-12-01,103.559225893218
2019-01-01,103.536149601116
2019-02-01,103.608779508308
2019-03-01,105.409046454487
2019-04-01,104.681016896732
2019-05-01,105.436360363407
2019-06-01,104.95859498861
2019-07-01,101.490499274426
2019-08-01,97.6210658734126
2019-09-01,97.3594287178497
2019-10-01,95.9201789741544
2019-11-01,99.1859876555352
2019-12-01,99.1205687500257
2020-01-01,102.189213435833
2020-02-01,98.9658734906873
2020-03-01,95.8507821824712
2020-04-01,91.3347552960654
2020-05-01,90.5617791276529
2020-06-01,92.0468207842265
2020-07-01,92.3635741503983
2020-08-01,95.7312992609126
2020-09-01,97.4288883142488
2020-10-01,103.982065158207
2020-11-01,107.654115940382
2020-12-01,108.833860334455
2021-01-01,110.195617863155
